hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y24H6116115,2023-24,1,Separate House,Fully Owned,0,2,April,Monday,Moira (S),70->74,70->74,70->74,"$1,750-$1,999 ($91,000-$103,999)",148.2799816,167.3810467,165.7894553,0.0,189.9956452,165.6959608,144.2896218,124.8351837,157.9366049,146.946715,197.0419198,Other,Shepparton SA4,Weekday
Y24H6116117,2023-24,2,Separate House,Fully Owned,0,3,April,Wednesday,Moira (S),80->84,85->89,85->89,"$400-$499 ($20,800-$25,999)",260.4173806,278.5468581,318.6543232,0.0,286.7221268,307.163821,283.4219164,300.1967849,276.9022105,262.1577012,296.4279034,Other,Shepparton SA4,Weekday
Y24H6116118,2023-24,1,Separate House,Fully Owned,0,1,April,Thursday,Moira (S),75->79,75->79,75->79,"$500-$649 ($26,000-$33,799)",120.8311537,142.4907495,133.7416569,0.0,150.9189733,127.2676986,113.5472449,111.4232412,130.7522292,118.7011922,169.4843719,Other,Shepparton SA4,Weekday
Y24H6116119,2023-24,2,Separate House,Being Purchased,0,2,April,Friday,Moira (S),20->24,20->24,20->24,"$150-$299 ($7,800-$15,599)",137.6243311,149.0575128,157.1076043,0.0,175.227335,162.4113709,143.0541904,143.9763329,151.1078655,136.6285013,160.1582152,Other,Shepparton SA4,Weekday
Y24H6116122,2023-24,1,Separate House,Being Rented,0,1,April,Monday,Moira (S),30->34,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",78.14931653,82.40178119,78.75436131,104.6912927,0.0,92.49885099,84.81365765,74.26135325,96.05981526,77.58472334,83.4038807,Other,Shepparton SA4,Weekday
Y24H6116124,2023-24,2,Separate House,Being Purchased,3,1,April,Wednesday,Moira (S),5->9,25->29,45->49,"$2,500-$2,999 ($130,000-$155,999)",65.42193558,73.67773827,70.27508303,70.16012628,0.0,75.66733023,67.85742267,72.05376282,76.41670963,65.6717698,79.29258181,Other,Shepparton SA4,Weekday
Y24H6116125,2023-24,1,Separate House,Being Purchased,0,2,April,Thursday,Moira (S),60->64,60->64,60->64,,103.0841523,118.9054635,118.0290467,148.5332259,0.0,109.8940828,98.53458157,87.73738864,106.1910556,101.2802804,139.5731668,Other,Shepparton SA4,Weekday
Y24H6116126,2023-24,2,Separate House,Fully Owned,2,2,April,Friday,Moira (S),65->69,65->69,65->69,"$1,000-$1,249 ($52,000-$64,999)",88.47278426,95.82268678,100.9977456,102.2880665,0.0,104.4073099,91.96340812,92.556214,97.14077065,87.832608,102.9588526,Other,Shepparton SA4,Weekday
Y24H6116127,2023-24,1,Separate House,Fully Owned,1,1,April,Saturday,Moira (S),80->84,80->84,80->84,"$650-$799 ($33,800-$41,599)",83.26255194,97.95345326,91.67423574,110.4845465,0.0,91.35856943,76.97957468,75.0505543,93.34717091,84.70233222,115.867793,Other,Shepparton SA4,Weekend
Y24H6116128,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,0,April,Sunday,Moira (S),85->89,85->89,85->89,"$400-$499 ($20,800-$25,999)",96.60710002,101.8574759,99.2457171,130.7539948,0.0,107.9015051,101.3548222,91.4274687,116.1651604,97.41914846,110.4451204,Other,Shepparton SA4,Weekend
Y24H6116129,2023-24,1,Separate House,Being Purchased,1,1,April,Monday,Moira (S),55->59,55->59,55->59,"$3,500-$3,999 ($182,000-$207,999)",71.82877993,82.89342564,77.63608951,92.98801716,0.0,79.30211155,68.7150658,65.5174575,80.36610298,71.17361344,98.88155871,Other,Shepparton SA4,Weekday
Y24H6116131,2023-24,2,Separate House,Being Rented,0,1,April,Wednesday,Moira (S),65->69,65->69,70->74,"$800-$999 ($41,600-$51,999)",65.42193558,73.67773827,70.27508303,70.16012628,0.0,75.66733023,67.85742267,72.05376282,76.41670963,65.6717698,79.29258181,Other,Shepparton SA4,Weekday
Y24H6116132,2023-24,1,Separate House,Fully Owned,1,1,April,Thursday,Moira (S),75->79,75->79,75->79,"$500-$649 ($26,000-$33,799)",77.67717026,91.60119611,85.97677943,101.4344241,0.0,81.81494908,72.9946574,71.6292265,84.05500446,76.30790925,108.9542391,Other,Shepparton SA4,Weekday
Y24H6116133,2023-24,1,Separate House,Fully Owned,0,1,April,Friday,Moira (S),85->89,85->89,85->89,"$150-$299 ($7,800-$15,599)",82.9878547,97.91186833,91.95041184,107.419007,0.0,90.55398626,78.6408267,75.60854457,90.90207182,82.40140992,113.7087988,Other,Shepparton SA4,Weekday
Y24H6116134,2023-24,2,Separate House,Fully Owned,1,1,April,Saturday,Moira (S),70->74,70->74,75->79,"$5,000-$5,999 ($260,000-$311,999)",66.88771606,73.85027077,73.34957011,71.84675015,0.0,78.4207478,66.68756997,75.00568208,78.95953116,68.02384301,81.89823778,Other,Shepparton SA4,Weekend
Y24H6116136,2023-24,3,Separate House,Being Purchased,Missing/Refused,3,April,Monday,Moira (S),30->34,45->49,55->59,"$5,000-$5,999 ($260,000-$311,999)",168.1566297,176.9181348,210.1977983,202.4339382,0.0,191.9258191,175.2238831,177.2743588,182.5515971,167.2676268,200.5962257,Other,Shepparton SA4,Weekday
Y24H6116139,2023-24,2,Separate House,Fully Owned,0,2,April,Thursday,Moira (S),60->64,60->64,60->64,"$2,000-$2,499 ($104,000-$129,999)",82.81109991,89.6466677,94.43634588,96.58934123,0.0,94.33133862,85.36071848,87.68493104,89.82378231,81.33747575,98.6537855,Other,Shepparton SA4,Weekday
Y24H6116142,2023-24,1,Separate House,Fully Owned,0,1,April,Sunday,Moira (S),65->69,65->69,65->69,"$1,000-$1,249 ($52,000-$64,999)",88.79374043,102.4652014,97.83647849,116.1372107,0.0,92.50728096,82.11653015,80.66235037,97.1867499,89.36904736,130.9409774,Other,Shepparton SA4,Weekend
Y24H6116205,2023-24,2,"Unit, Flat or Apartment",Fully Owned,0,1,April,Friday,Moira (S),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",186.6677181,206.6929719,205.9975167,0.0,231.9316485,217.6442978,190.7548052,211.5773484,215.2956295,185.2927681,225.0421795,Other,Shepparton SA4,Weekday
Y24H6116212,2023-24,1,"Unit, Flat or Apartment",Being Rented,2,1,April,Friday,Moira (S),55->59,55->59,55->59,"$2,500-$2,999 ($130,000-$155,999)",232.3659931,274.1532313,257.4611532,0.0,288.8383917,253.5511615,220.1943148,211.7039248,254.5258011,230.7239478,318.3846366,Other,Shepparton SA4,Weekday
Y24H6116217,2023-24,1,Separate House,Fully Owned,0,1,April,Wednesday,Moira (S),85->89,85->89,85->89,"$650-$799 ($33,800-$41,599)",228.0262111,273.6289074,245.928649,0.0,278.7738813,246.8225037,219.3239236,201.8712334,252.9548231,228.9659785,314.107834,Other,Shepparton SA4,Weekday
Y24H6116218,2023-24,2,Separate House,Fully Owned,0,2,April,Thursday,Moira (S),65->69,65->69,65->69,"$650-$799 ($33,800-$41,599)",231.8710797,251.0106696,264.4217685,0.0,296.6441512,264.1277481,239.0100117,245.5178069,251.5065905,227.7449321,276.2305994,Other,Shepparton SA4,Weekday
Y24H6116219,2023-24,1,Separate House,Being Rented,1,0,April,Friday,Moira (S),55->59,55->59,55->59,"$650-$799 ($33,800-$41,599)",252.8129194,272.5272168,261.1696288,0.0,335.0862716,295.7448503,271.7815229,239.9577234,304.2290285,251.5068828,268.5487021,Other,Shepparton SA4,Weekday
Y24H6116226,2023-24,2,Separate House,Being Rented,0,1,April,Friday,Moira (S),25->29,25->29,30->34,"$3,000-$3,499 ($156,000-$181,999)",186.6677181,206.6929719,205.9975167,195.5891482,0.0,217.6442978,190.7548052,211.5773484,215.2956295,185.2927681,225.0421795,Other,Shepparton SA4,Weekday
Y24H6116227,2023-24,2,Separate House,Being Rented,1,1,April,Saturday,Moira (S),30->34,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",187.285605,206.7807581,205.3787963,201.1709004,0.0,219.5780938,186.7251959,210.0159098,221.0866872,190.4667604,229.3150658,Other,Shepparton SA4,Weekend
Y24H6116229,2023-24,3,Separate House,Fully Owned,Missing/Refused,3,April,Monday,Moira (S),35->39,55->59,65->69,"$3,000-$3,499 ($156,000-$181,999)",470.8385633,495.3707775,588.5538352,566.8150269,0.0,537.3922936,490.6268727,496.3682048,511.1444718,468.349355,561.6694318,Other,Shepparton SA4,Weekday
Y24H6116234,2023-24,2,Separate House,Being Purchased,0,2,April,Saturday,Moira (S),60->64,60->64,65->69,"$2,000-$2,499 ($104,000-$129,999)",248.5437839,268.4174763,281.9443075,294.5801,0.0,294.9379482,252.0580232,257.2448203,279.3103021,252.7985249,293.758464,Other,Shepparton SA4,Weekend
Y24H6116239,2023-24,2,Separate House,Fully Owned,2,2,April,Thursday,Moira (S),65->69,65->69,70->74,"$800-$999 ($41,600-$51,999)",231.8710797,251.0106696,264.4217685,270.4501554,0.0,264.1277481,239.0100117,245.5178069,251.5065905,227.7449321,276.2305994,Other,Shepparton SA4,Weekday
Y24H6120108,2023-24,2,Separate House,Fully Owned,0,1,April,Monday,Casey (C),55->59,70->74,85->89,"$1,000-$1,249 ($52,000-$64,999)",599.1557852,763.5533153,563.4061058,0.0,761.0523746,677.4687035,771.2799476,639.2572993,611.1939327,599.9874611,611.3242937,MELB - Outer,Greater Melbourne,Weekday
Y24H6120110,2023-24,1,Separate House,Being Rented,0,1,April,Wednesday,Casey (C),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",641.4776276,915.7684906,648.3657136,0.0,731.6368715,667.596856,860.7407708,668.5266464,608.0311789,687.2460638,651.7509543,MELB - Outer,Greater Melbourne,Weekday
Y24H6120114,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,2,April,Sunday,Casey (C),25->29,25->29,25->29,"$1,750-$1,999 ($91,000-$103,999)",865.1610591,1125.298758,800.1820411,0.0,1067.423152,930.0984698,993.6147902,916.1997342,854.0070932,895.9089835,1063.600836,MELB - Outer,Greater Melbourne,Weekend
Y24H6120115,2023-24,2,"Unit, Flat or Apartment",Being Purchased,1,1,April,Monday,Casey (C),25->29,25->29,25->29,"$2,000-$2,499 ($104,000-$129,999)",599.1557852,763.5533153,563.4061058,0.0,761.0523746,677.4687035,771.2799476,639.2572993,611.1939327,599.9874611,611.3242937,MELB - Outer,Greater Melbourne,Weekday
Y24H6120116,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Tuesday,Casey (C),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",638.1093439,906.3651945,635.3648087,0.0,707.6153971,657.1734681,823.1941101,694.2242117,636.5259658,676.1261199,661.2245441,MELB - Outer,Greater Melbourne,Weekday
Y24H6120117,2023-24,2,Separate House,Fully Owned,0,0,April,Wednesday,Casey (C),80->84,80->84,80->84,"$1,500-$1,749 ($78,000-$90,999)",819.8605914,1086.915975,734.2637807,0.0,1203.261595,925.603148,997.870595,844.0235732,800.0100477,878.2658643,790.7720367,MELB - Outer,Greater Melbourne,Weekday
Y24H6120123,2023-24,3,Separate House,Fully Owned,0,2,April,Tuesday,Casey (C),25->29,55->59,70->74,"$3,500-$3,999 ($182,000-$207,999)",868.470648,857.1344644,1049.074839,1042.660044,826.8268569,999.62975,1095.509616,882.55671,832.9185711,859.1681777,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120124,2023-24,3,Separate House,Fully Owned,Missing/Refused,3,April,Wednesday,Casey (C),25->29,50->54,60->64,"$2,000-$2,499 ($104,000-$129,999)",856.3309197,855.4937546,1109.64812,1023.312448,791.2461639,990.0286856,1076.122406,829.4963072,797.4838116,886.2679794,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120126,2023-24,1,Separate House,Fully Owned,2,1,April,Friday,Casey (C),65->69,65->69,65->69,"$1,750-$1,999 ($91,000-$103,999)",741.9737524,776.4243326,920.53446,851.9811128,728.3360537,877.202315,986.2000413,750.2750084,691.3626336,737.0712974,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120128,2023-24,3,Separate House,Fully Owned,1,2,April,Sunday,Casey (C),0->4,20->24,30->34,"$1,250-$1,499 ($65,000-$77,999)",951.9127996,908.0377163,1192.485412,1167.814754,960.6099884,1065.669725,1200.850461,950.8588538,855.9224081,954.4142913,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H6120135,2023-24,2,Separate House,Being Purchased,0,2,April,Sunday,Casey (C),50->54,55->59,55->59,"$3,500-$3,999 ($182,000-$207,999)",982.01064,952.2476023,1085.191102,1198.754587,1025.581094,1189.689327,1133.941354,980.4770815,965.0563725,953.5410894,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H6120136,2023-24,3,Separate House,Fully Owned,1,4,April,Monday,Casey (C),20->24,45->49,65->69,"$2,000-$2,499 ($104,000-$129,999)",817.4052225,882.6420307,1006.740272,1027.321515,708.4100925,1056.604926,894.3599162,807.7649038,818.8497394,825.687896,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120138,2023-24,4,Separate House,Fully Owned,0,3,April,Wednesday,Casey (C),15->19,35->39,55->59,"$3,500-$3,999 ($182,000-$207,999)",832.1456781,799.6105077,1030.327097,984.9998819,851.0620088,953.6065544,968.9478122,812.6368302,878.1429974,889.7797437,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120140,2023-24,2,Separate House,Fully Owned,0,2,April,Friday,Casey (C),70->74,75->79,75->79,"$400-$499 ($20,800-$25,999)",917.8006908,909.9317678,1019.903519,1108.766317,945.6678606,1164.568992,1085.945611,919.0464296,902.65004,879.1984754,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H6120142,2023-24,3,Separate House,Fully Owned,3,2,April,Sunday,Casey (C),15->19,30->34,40->44,"$3,000-$3,499 ($156,000-$181,999)",951.9127996,908.0377163,1192.485412,1167.814754,960.6099884,1065.669725,1200.850461,950.8588538,855.9224081,954.4142913,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H6120201,2023-24,3,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,1,April,Monday,Whitehorse (C),15->19,25->29,45->49,"$1-$149 ($1-$7,799)",434.3012703,465.1729672,529.2624166,488.6355405,500.4703468,565.9897505,437.5230757,0.0,512.1034589,415.8938894,383.0995113,MELB - Middle,Greater Melbourne,Weekday
Y24H6120202,2023-24,4,Separate House,Being Purchased,1,2,April,Tuesday,Whitehorse (C),5->9,25->29,45->49,"$5,000-$5,999 ($260,000-$311,999)",579.3165676,540.8613443,690.8360268,562.5820786,464.7282577,661.8378065,565.7165586,0.0,824.3617589,571.1780838,617.3150278,MELB - Middle,Greater Melbourne,Weekday
Y24H6120207,2023-24,3,"Unit, Flat or Apartment",Being Purchased,1,2,April,Sunday,Whitehorse (C),5->9,30->34,40->44,"$3,500-$3,999 ($182,000-$207,999)",583.2807566,545.5110815,731.3426453,668.9869428,592.4882689,642.4135635,580.5454971,0.0,731.9062557,571.9752733,611.6603022,MELB - Middle,Greater Melbourne,Weekend
Y24H6120208,2023-24,3,Separate House,Being Purchased,0,2,April,Monday,Whitehorse (C),10->14,35->39,45->49,"$3,500-$3,999 ($182,000-$207,999)",471.8389483,441.3135548,580.3416471,535.640291,475.6585047,550.7107283,485.8001422,0.0,605.2312026,455.521774,461.9021889,MELB - Middle,Greater Melbourne,Weekday
Y24H6120209,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,3,April,Tuesday,Whitehorse (C),60->64,60->64,60->64,"$1,250-$1,499 ($65,000-$77,999)",743.9202624,714.2288061,973.4217796,710.20338,552.0685482,968.8189689,701.9401079,0.0,1038.414332,781.9536945,804.2390981,MELB - Middle,Greater Melbourne,Weekday
Y24H6120211,2023-24,4,"Unit, Flat or Apartment",Being Purchased,0,2,April,Thursday,Whitehorse (C),0->4,20->24,35->39,"$650-$799 ($33,800-$41,599)",555.4807528,512.2307186,690.0839747,550.3400218,468.2326087,624.0103248,551.2290671,0.0,732.6662812,541.7672046,590.9666249,MELB - Middle,Greater Melbourne,Weekday
Y24H6120212,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,0,April,Friday,Whitehorse (C),30->34,45->49,65->69,"$1,250-$1,499 ($65,000-$77,999)",541.3669172,598.119435,750.8710138,560.6508622,516.1395118,660.8361215,572.9464146,0.0,572.3361025,540.0954347,487.721057,MELB - Middle,Greater Melbourne,Weekday
Y24H6120219,2023-24,4,"Unit, Flat or Apartment",Being Rented,2,1,April,Friday,Whitehorse (C),0->4,15->19,30->34,"$1,750-$1,999 ($91,000-$103,999)",546.2449936,577.1211818,673.072374,531.6657413,523.821489,709.825691,534.8505318,0.0,670.4290286,534.1351988,511.5339609,MELB - Middle,Greater Melbourne,Weekday
Y24H6120223,2023-24,1,Separate House,Fully Owned,0,1,April,Tuesday,Whitehorse (C),80->84,80->84,80->84,"$150-$299 ($7,800-$15,599)",669.4258737,751.3071482,0.0,696.0610002,586.0166729,797.2436836,617.1288653,1022.887666,911.0449639,682.7006255,636.186428,MELB - Middle,Greater Melbourne,Weekday
Y24H6120225,2023-24,2,"Unit, Flat or Apartment",Being Rented,Missing/Refused,2,April,Thursday,Whitehorse (C),25->29,30->34,30->34,"$3,500-$3,999 ($182,000-$207,999)",613.4834134,643.8618042,0.0,577.4235215,530.0265472,684.7789227,654.9889868,1026.052173,787.8715167,617.283543,641.0036739,MELB - Middle,Greater Melbourne,Weekday
Y24H6120229,2023-24,1,Separate House,Fully Owned,0,0,April,Monday,Whitehorse (C),85->89,85->89,85->89,"$150-$299 ($7,800-$15,599)",532.6367002,530.8966658,0.0,627.3711843,475.77962,618.1115067,510.3283074,924.123903,614.5916416,536.0042824,485.8600015,MELB - Middle,Greater Melbourne,Weekday
Y24H6120234,2023-24,3,Separate House,Being Purchased,3,3,April,Saturday,Whitehorse (C),20->24,40->44,50->54,"$3,500-$3,999 ($182,000-$207,999)",559.4563677,522.5573652,0.0,592.3727007,523.1894436,792.3638475,557.5049166,892.5097949,677.9799052,566.904139,567.492089,MELB - Middle,Greater Melbourne,Weekend
Y24H6120237,2023-24,4,Separate House,Being Rented,2,1,April,Tuesday,Whitehorse (C),5->9,25->29,40->44,"$3,500-$3,999 ($182,000-$207,999)",533.2283867,570.1027616,0.0,513.2130698,488.9699438,680.1999594,509.4976868,905.516784,697.5161002,521.4887374,511.9981917,MELB - Middle,Greater Melbourne,Weekday
Y24H6120238,2023-24,4,Terrace or Townhouse,Being Purchased,3,2,April,Wednesday,Whitehorse (C),5->9,20->24,40->44,"$5,000-$5,999 ($260,000-$311,999)",582.3745114,546.4726359,0.0,585.3700525,480.5044236,672.3351752,591.5194251,1069.933368,787.4582956,580.5719942,608.4705447,MELB - Middle,Greater Melbourne,Weekday
Y24H6120240,2023-24,2,Separate House,Fully Owned,2,1,April,Friday,Whitehorse (C),70->74,70->74,70->74,"$1,250-$1,499 ($65,000-$77,999)",603.2832668,725.4275697,0.0,557.8302366,592.9516441,778.9513292,635.5274583,882.6912061,720.9447864,608.5877202,554.845459,MELB - Middle,Greater Melbourne,Weekday
Y24H6120241,2023-24,4,Separate House,Being Purchased,5,3,April,Saturday,Whitehorse (C),10->14,30->34,45->49,"$2,500-$2,999 ($130,000-$155,999)",609.0410185,548.8722435,0.0,557.9490144,476.772086,870.2518948,595.503155,1115.400283,784.7133677,628.8725802,658.9370355,MELB - Middle,Greater Melbourne,Weekend
Y24H6120301,2023-24,2,"Unit, Flat or Apartment",Fully Owned,0,0,April,Monday,Port Phillip (C),25->29,25->29,25->29,"$500-$649 ($26,000-$33,799)",386.786601,343.4486325,406.5513619,0.0,431.5123966,543.6892759,459.1440104,507.6622957,368.9580304,475.4760093,335.4739563,MELB - Inner,Greater Melbourne,Weekday
Y24H6120302,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,0,April,Tuesday,Port Phillip (C),95->99,95->99,95->99,"$500-$649 ($26,000-$33,799)",537.4853728,523.0034163,606.0962195,0.0,563.2331968,675.9791066,628.6362467,662.5302247,549.9287595,683.2992102,461.0682588,MELB - Inner,Greater Melbourne,Weekday
Y24H6120303,2023-24,3,Terrace or Townhouse,Being Purchased,4,2,April,Wednesday,Port Phillip (C),25->29,45->49,60->64,"$6,000-$7,999 ($312,000-$415,999)",543.7692057,614.7003021,543.9598978,0.0,590.0881734,756.6698323,592.1049267,675.5960388,508.9172569,624.3261875,597.6093296,MELB - Inner,Greater Melbourne,Weekday
Y24H6120304,2023-24,1,Terrace or Townhouse,Being Purchased,0,1,April,Thursday,Port Phillip (C),50->54,50->54,50->54,"$3,500-$3,999 ($182,000-$207,999)",525.384302,542.5706273,611.5331034,0.0,591.8917168,509.9547055,586.2132728,616.2794533,607.9128377,639.4458688,507.561512,MELB - Inner,Greater Melbourne,Weekday
Y24H6120309,2023-24,1,"Unit, Flat or Apartment",Being Rented,2,0,April,Tuesday,Port Phillip (C),50->54,50->54,50->54,"$800-$999 ($41,600-$51,999)",537.4853728,523.0034163,606.0962195,0.0,563.2331968,675.9791066,628.6362467,662.5302247,549.9287595,683.2992102,461.0682588,MELB - Inner,Greater Melbourne,Weekday
Y24H6120311,2023-24,2,"Unit, Flat or Apartment",Fully Owned,2,1,April,Thursday,Port Phillip (C),40->44,45->49,50->54,"$150-$299 ($7,800-$15,599)",426.4063891,415.733408,454.7622146,0.0,486.1824316,448.804091,466.7787111,539.6190905,479.9700606,502.9569789,425.0646517,MELB - Inner,Greater Melbourne,Weekday
Y24H6120312,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,0,April,Friday,Port Phillip (C),65->69,65->69,65->69,"$150-$299 ($7,800-$15,599)",550.6058967,529.4420059,647.5018974,0.0,603.3778877,705.4210013,659.9174826,669.081674,528.5730378,699.8696871,460.6502065,MELB - Inner,Greater Melbourne,Weekday
Y24H6120314,2023-24,2,"Unit, Flat or Apartment",Being Purchased,0,1,April,Sunday,Port Phillip (C),45->49,45->49,45->49,"$6,000-$7,999 ($312,000-$415,999)",487.4304523,465.0398596,517.492443,0.0,560.6208034,507.4579476,525.1103227,607.6701686,554.9548243,589.0449169,510.8418123,MELB - Inner,Greater Melbourne,Weekend
Y24H6120317,2023-24,4,Terrace or Townhouse,Being Purchased,4,1,April,Wednesday,Port Phillip (C),0->4,20->24,45->49,"$2,500-$2,999 ($130,000-$155,999)",384.691826,371.2994073,367.0044341,0.0,407.5661907,414.9615704,401.8490723,493.3490821,511.4271265,491.2027434,392.0301807,MELB - Inner,Greater Melbourne,Weekday
Y24H6120318,2023-24,4,Terrace or Townhouse,Being Purchased,Missing/Refused,2,April,Thursday,Port Phillip (C),15->19,35->39,60->64,"$2,500-$2,999 ($130,000-$155,999)",540.7810925,542.3010029,597.7908606,0.0,571.8798669,555.9960921,557.3586999,790.1964936,593.7521173,671.7647423,578.5551281,MELB - Inner,Greater Melbourne,Weekday
Y24H6120325,2023-24,2,"Unit, Flat or Apartment",Fully Owned,1,1,April,Thursday,Port Phillip (C),60->64,65->69,75->79,"$3,000-$3,499 ($156,000-$181,999)",533.0079864,519.6667599,568.4527683,659.8432986,0.0,561.0051137,583.4733888,674.5238632,599.9625757,628.6962236,531.3308147,MELB - Inner,Greater Melbourne,Weekday
Y24H6120329,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,1,April,Monday,Port Phillip (C),30->34,30->34,30->34,"$3,500-$3,999 ($182,000-$207,999)",492.8772923,470.2663257,513.3066194,604.8983916,0.0,543.7745865,549.2650247,616.9700651,573.6321645,586.3950727,482.2099588,MELB - Inner,Greater Melbourne,Weekday
Y24H6120330,2023-24,2,"Unit, Flat or Apartment",Being Purchased,1,2,April,Tuesday,Port Phillip (C),60->64,65->69,65->69,"$1,250-$1,499 ($65,000-$77,999)",819.2614767,854.9962577,946.9243848,955.3890367,0.0,858.9829324,891.2438558,1136.609845,842.3228121,971.4030613,843.3556288,MELB - Inner,Greater Melbourne,Weekday
Y24H6120331,2023-24,2,"Unit, Flat or Apartment",Fully Owned,0,1,April,Wednesday,Port Phillip (C),15->19,30->34,45->49,"$800-$999 ($41,600-$51,999)",558.8137197,554.4057663,580.7166865,701.8433896,0.0,604.45069,626.1205443,678.9275973,644.8304219,673.7274186,547.0683733,MELB - Inner,Greater Melbourne,Weekday
Y24H6120332,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,1,April,Thursday,Port Phillip (C),65->69,65->69,65->69,"$500-$649 ($26,000-$33,799)",656.7303775,678.2132842,764.4163793,801.3687711,0.0,637.4433818,732.7665911,770.3493167,759.8910472,799.307336,634.45189,MELB - Inner,Greater Melbourne,Weekday
Y24H6120334,2023-24,1,"Unit, Flat or Apartment",Being Purchased,0,0,April,Saturday,Port Phillip (C),70->74,70->74,70->74,"$650-$799 ($33,800-$41,599)",690.5355644,662.0835868,806.94638,886.7415532,0.0,889.6109408,807.471279,830.1798229,678.4883545,899.2654799,586.7457416,MELB - Inner,Greater Melbourne,Weekend
Y24H6120337,2023-24,3,"Unit, Flat or Apartment",Being Purchased,0,3,April,Tuesday,Port Phillip (C),30->34,35->39,35->39,"$2,500-$2,999 ($130,000-$155,999)",805.0939476,754.496435,891.9469058,896.9710096,0.0,848.9256938,890.6345686,1093.466889,772.2583296,1093.730383,994.0894147,MELB - Inner,Greater Melbourne,Weekday
Y24H6120339,2023-24,2,"Unit, Flat or Apartment",Being Purchased,2,1,April,Thursday,Port Phillip (C),40->44,40->44,45->49,"$2,500-$2,999 ($130,000-$155,999)",533.0079864,519.6667599,568.4527683,659.8432986,0.0,561.0051137,583.4733888,674.5238632,599.9625757,628.6962236,531.3308147,MELB - Inner,Greater Melbourne,Weekday
Y24H6120406,2023-24,2,Separate House,Fully Owned,0,2,April,Saturday,Hume (C),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",1303.769123,0.0,1509.649704,1389.287247,1285.179057,1516.353934,1339.446634,1340.434044,1544.870242,1381.063628,1708.813891,MELB - Outer,Greater Melbourne,Weekend
Y24H6120414,2023-24,2,Separate House,Fully Owned,0,2,April,Sunday,Hume (C),60->64,60->64,65->69,"$3,500-$3,999 ($182,000-$207,999)",1390.379401,0.0,1611.126721,1460.366637,1442.615321,1535.420052,1428.829795,1440.663051,1608.414228,1457.153983,1931.112652,MELB - Outer,Greater Melbourne,Weekend
Y24H6120416,2023-24,7,Separate House,Being Purchased,0,2,April,Tuesday,Hume (C),0->4,20->24,35->39,"$2,000-$2,499 ($104,000-$129,999)",1182.784688,0.0,1325.784008,1313.866671,1295.081822,1412.535348,1182.062209,1237.140734,1422.624348,1118.496385,1426.963005,MELB - Outer,Greater Melbourne,Weekday
Y24H6120424,2023-24,5,Separate House,Being Rented,2,1,April,Wednesday,Hume (C),10->14,25->29,50->54,"$800-$999 ($41,600-$51,999)",837.2528177,1117.205539,814.3726395,825.7537866,1153.052974,999.9725342,931.9048474,813.6799928,0.0,751.0092311,1116.926683,MELB - Outer,Greater Melbourne,Weekday
Y24H6120429,2023-24,4,Separate House,Being Rented,4,2,April,Monday,Hume (C),15->19,25->29,40->44,"$5,000-$5,999 ($260,000-$311,999)",1005.10377,1203.110092,1151.750001,1067.159331,1274.290524,1092.985245,1010.940237,886.8695931,0.0,940.8378397,1426.852034,MELB - Outer,Greater Melbourne,Weekday
